Date,Temperature
2022-04-24,15.208648860228024
2022-04-25,19.547430908701106
2022-04-26,26.52568363273846
2022-04-27,19.972950119819508
2022-04-28,23.19372530252039
2022-04-29,11.546474191562016
2022-04-30,17.32666989849809
2022-05-01,13.79745069682146
2022-05-02,16.056980419739432
2022-05-03,28.426954394059628
2022-05-04,19.30475330909172
2022-05-05,16.966911527119265
2022-05-06,19.49805595738328
2022-05-07,20.339717744913848
2022-05-08,17.88212090264456
2022-05-09,22.823727597211693
2022-05-10,16.594284758739434
2022-05-11,21.263667362865704
2022-05-12,27.725116108832395
2022-05-13,26.18901890143254
2022-05-14,20.804538023674272
2022-05-15,21.233112234681663
2022-05-16,30.235706518731064
2022-05-17,14.965311438878436
2022-05-18,23.1819872095353
2022-05-19,22.498026891918265
2022-05-20,20.148428511712183
2022-05-21,23.730101587871793
2022-05-22,28.7948042156373
2022-05-23,15.45519666047526
2022-05-24,21.15494238597653
2022-05-25,25.360171105483065
2022-05-26,21.227786785639108
2022-05-27,17.800411709368404
2022-05-28,22.614550279352837
2022-05-29,17.663551029752046
2022-05-30,27.11567749243289
2022-05-31,20.98515982614949
2022-06-01,24.581414453143132
2022-06-02,27.409847347313598
2022-06-03,20.342684723675735
2022-06-04,15.510168398585083
2022-06-05,26.478736961483232
2022-06-06,30.400909640206375
2022-06-07,28.472153731779635
2022-06-08,14.141891324204485
2022-06-09,16.737247131019867
2022-06-10,23.638782861069913
2022-06-11,26.558444915503603
2022-06-12,19.511650982115498
2022-06-13,15.641505239369877
2022-06-14,13.313065796059098
2022-06-15,10.161010097021634
2022-06-16,25.051044358196787
2022-06-17,27.03717628496547
2022-06-18,13.707348763613965
2022-06-19,17.360703252584592
2022-06-20,20.65508030878212
2022-06-21,16.604643006587004
2022-06-22,17.12539528610867
2022-06-23,20.972574985264586
2022-06-24,18.969617948081307
2022-06-25,20.888793737655206
2022-06-26,20.241499654076854
2022-06-27,15.332507740255743
2022-06-28,18.912686947770197
2022-06-29,19.20503781612539
2022-06-30,20.493138657422232
2022-07-01,21.26509023693779
2022-07-02,9.745100793809982
2022-07-03,17.86605024855068
2022-07-04,23.72119695303954
2022-07-05,20.272733712198484
2022-07-06,25.86574446795522
2022-07-07,19.380065988724038
2022-07-08,26.573463658474903
2022-07-09,24.681352381287766
2022-07-10,11.125787696675788
2022-07-11,22.770183782250104
2022-07-12,22.131373149364478
2022-07-13,19.126125867694128
2022-07-14,13.4263219501473
2022-07-15,14.66233403680464
2022-07-16,20.777777044158043
2022-07-17,18.70188200128657
2022-07-18,15.404547694793557
2022-07-19,19.13325114992207
2022-07-20,22.20055941624477
2022-07-21,24.23457028013071
2022-07-22,26.79322035237663
2022-07-23,28.64667112351633
2022-07-24,18.998140343300893
2022-07-25,13.776002474835629
2022-07-26,28.03525165554769
2022-07-27,12.609493800263179
2022-07-28,17.29182400976446
2022-07-29,21.81732011182047
2022-07-30,19.995430140111647
2022-07-31,18.166171292619673
2022-08-01,15.031492522694176
2022-08-02,21.748539112720405
2022-08-03,21.484451542225578
2022-08-04,18.74086100220118
2022-08-05,21.08672628219941
2022-08-06,20.786322773771317
2022-08-07,23.847156674617214
2022-08-08,20.487311120814713
2022-08-09,25.57737070943127
2022-08-10,25.305950670558243
2022-08-11,16.59903427422526
2022-08-12,35.84445433774893
2022-08-13,15.450809036543022
2022-08-14,12.489447430549294
2022-08-15,23.539187911799985
2022-08-16,21.94093217162175
2022-08-17,25.02356980092489
2022-08-18,13.692197863172401
2022-08-19,27.477892287130974
2022-08-20,22.992356204535124
2022-08-21,14.05263251607757
2022-08-22,9.29635194214917
2022-08-23,24.923685071139513
2022-08-24,22.867105007963644
2022-08-25,17.89467464599717
2022-08-26,16.025670372418105
2022-08-27,19.915957639777773
2022-08-28,14.48712225609607
2022-08-29,29.608901228248847
2022-08-30,15.69921169529842
2022-08-31,25.354472746696743
2022-09-01,13.256976807563012
2022-09-02,22.6953694643951
2022-09-03,16.877121853421922
2022-09-04,21.58373727663839
2022-09-05,17.47780470610088
2022-09-06,18.564315196631846
2022-09-07,17.70447033294873
2022-09-08,18.859732603926346
2022-09-09,19.667142157364612
2022-09-10,22.49432896521192
2022-09-11,23.242144863146915
2022-09-12,28.14456604409384
2022-09-13,16.459954410648557
2022-09-14,18.937716648109777
2022-09-15,25.6889087054169
2022-09-16,23.725605752918202
2022-09-17,23.153433315383513
2022-09-18,19.1839161489714
2022-09-19,11.15585653335922
2022-09-20,12.175598640305765
2022-09-21,16.150542167967735
2022-09-22,21.596874564868575
2022-09-23,18.122530032541388
2022-09-24,14.048032978899505
2022-09-25,16.531049091388205
2022-09-26,21.095380807250933
2022-09-27,15.754988195574088
2022-09-28,13.78006351417136
2022-09-29,19.52629915855766
2022-09-30,23.575549025500866
2022-10-01,18.152096461993104
2022-10-02,30.265220489895807
2022-10-03,20.552848452889727
2022-10-04,20.903029360583336
2022-10-05,19.469700003878224
2022-10-06,24.3966560845046
2022-10-07,22.029301780543232
2022-10-08,24.475104999428083
2022-10-09,30.09854561742309
2022-10-10,24.289706756974866
2022-10-11,28.79555424550182
2022-10-12,19.68950055138671
2022-10-13,17.27802142312222
2022-10-14,14.3952750363678
2022-10-15,16.644773287687336
2022-10-16,23.368007880754355
2022-10-17,23.57944443887874
2022-10-18,19.18532322226603
2022-10-19,21.11096209324989
2022-10-20,12.336572064911207
2022-10-21,22.413103135535074
2022-10-22,20.059308428391883
2022-10-23,17.166153685302756
2022-10-24,16.215325461009748
2022-10-25,11.910803437659009
2022-10-26,20.58132666907049
2022-10-27,24.504602954596614
2022-10-28,19.681380666353995
2022-10-29,20.94856266210376
2022-10-30,14.866182672851558
2022-10-31,17.197279805567284
2022-11-01,24.4537130061311
2022-11-02,18.918669657363733
2022-11-03,22.47272602427575
2022-11-04,33.74876219810398
2022-11-05,16.313885301316525
2022-11-06,25.51084230586546
2022-11-07,24.65361054066325
2022-11-08,18.877170623960236
2022-11-09,17.924868157365648
2022-11-10,12.580005436283004
2022-11-11,16.255491353784357
2022-11-12,20.729956611585823
2022-11-13,18.148611373797806
2022-11-14,14.990425982770194
2022-11-15,20.58530069159366
2022-11-16,29.014655834707924
2022-11-17,17.58585029792806
2022-11-18,17.002806564294904
2022-11-19,17.50587241704736
2022-11-20,13.960429896611107
2022-11-21,21.550719009636566
2022-11-22,23.61515602071468
2022-11-23,19.24383290565729
2022-11-24,21.609323089934442
2022-11-25,15.782785901565024
2022-11-26,13.849908176288713
2022-11-27,24.838647684873276
2022-11-28,28.98151725436821
2022-11-29,21.365492018193546
2022-11-30,18.782930373126067
2022-12-01,20.714698725054564
2022-12-02,21.243112940196294
2022-12-03,20.22357948147321
2022-12-04,17.686776140328885
2022-12-05,17.813056577871812
2022-12-06,25.248942418755504
2022-12-07,12.336353884675928
2022-12-08,11.06358241957395
2022-12-09,15.404605475939224
2022-12-10,13.82530969546963
2022-12-11,18.280571708434806
2022-12-12,19.86830449291964
2022-12-13,19.489938903385394
2022-12-14,14.229102337862814
2022-12-15,18.44124184488973
2022-12-16,19.389846855661148
2022-12-17,29.202382366640553
2022-12-18,10.560733195838777
2022-12-19,15.145789690293276
2022-12-20,15.36675519808201
2022-12-21,21.880280389920106
2022-12-22,13.492535170383135
2022-12-23,14.748994421888238
2022-12-24,18.920948129122802
2022-12-25,11.608315240801003
2022-12-26,19.57189352341831
2022-12-27,14.771676695957744
2022-12-28,20.482209329473392
2022-12-29,14.575505281453559
2022-12-30,20.885284802682154
2022-12-31,15.90210321933079
2023-01-01,8.595305573998813
2023-01-02,20.839557364753183
2023-01-03,16.24594651086174
2023-01-04,17.422446636011145
2023-01-05,23.68136867305491
2023-01-06,19.439405234186477
2023-01-07,22.334671022624043
2023-01-08,13.601539830074561
2023-01-09,17.451159677741607
2023-01-10,24.25005618024384
2023-01-11,20.99797113896735
2023-01-12,16.64991371489495
2023-01-13,17.1983220136758
2023-01-14,19.62654202143698
2023-01-15,24.419656698548476
2023-01-16,22.275208085386925
2023-01-17,18.84080376340285
2023-01-18,26.54510815076984
2023-01-19,18.893487031845034
2023-01-20,21.542892792631744
2023-01-21,15.286021963448597
2023-01-22,24.916223837436263
2023-01-23,23.955156545442932
2023-01-24,23.179005358327412
2023-01-25,15.515924666705477
2023-01-26,26.8979070333295
2023-01-27,16.796849789790553
2023-01-28,24.011238974575193
2023-01-29,17.35111094194049
2023-01-30,21.474296427441786
2023-01-31,16.664639961304303
2023-02-01,15.154275465508816
2023-02-02,21.566663560590303
2023-02-03,24.567207213687446
2023-02-04,21.314821578125382
2023-02-05,16.06944737948066
2023-02-06,17.755897870018373
2023-02-07,23.603952920311997
2023-02-08,21.4653526464241
2023-02-09,19.578381526427457
2023-02-10,22.343876481129648
2023-02-11,19.759692198246945
2023-02-12,26.210976101119787
2023-02-13,19.884717374075954
2023-02-14,17.67255799054623
2023-02-15,17.067794189525323
2023-02-16,16.201922850678482
2023-02-17,18.887601623976817
2023-02-18,18.472269078884064
2023-02-19,26.073423414542177
2023-02-20,22.721135045313833
2023-02-21,18.146980392365773
2023-02-22,21.596906965749834
2023-02-23,21.063280473561825
2023-02-24,13.0005449136567
2023-02-25,16.435516867699405
2023-02-26,23.874871829386525
2023-02-27,16.680670039697667
2023-02-28,11.417319203174074
2023-03-01,13.063493917088511
2023-03-02,14.297124633153242
2023-03-03,17.39693795951885
2023-03-04,17.50719292376717
2023-03-05,22.371480710269495
2023-03-06,19.624797351239543
2023-03-07,13.292813028871795
2023-03-08,26.427644406017755
2023-03-09,18.61040056882767
2023-03-10,23.775898808853327
2023-03-11,19.998535845694594
2023-03-12,17.233566078275814
2023-03-13,23.849451199854823
2023-03-14,17.3134595888812
2023-03-15,15.418166036305202
2023-03-16,13.413713176213495
2023-03-17,22.375157168977005
2023-03-18,19.943315016544503
2023-03-19,26.365690265126347
2023-03-20,16.71834804896449
2023-03-21,19.802467061518254
2023-03-22,21.011851843003605
2023-03-23,20.68334126052512
2023-03-24,25.41622217643512
2023-03-25,25.849270798985177
2023-03-26,25.940237302590482
2023-03-27,22.844818777699807
2023-03-28,18.02002434344712
2023-03-29,30.197397175696686
2023-03-30,24.935961761269645
2023-03-31,17.536065145848525
2023-04-01,11.057589573162451
2023-04-02,22.86316795954659
2023-04-03,17.316150911670423
2023-04-04,17.91901182742994
2023-04-05,6.93940341057383
2023-04-06,20.86935796285775
2023-04-07,14.679055746759914
2023-04-08,24.09060274286491
2023-04-09,18.063853365906212
2023-04-10,18.466037292245698
2023-04-11,17.8845208079493
2023-04-12,14.690134267825592
2023-04-13,29.427264116297316
2023-04-14,18.3454047561764
2023-04-15,20.645116358520948
2023-04-16,26.83442154369206
2023-04-17,18.836743737615624
2023-04-18,21.738846025913713
2023-04-19,20.094621986831527
2023-04-20,20.858308862411732
2023-04-21,19.580068826143243
2023-04-22,26.548685965123255
2023-04-23,15.40817422483169
2023-04-24,12.822024511756306
2023-04-25,24.951226728642297
2023-04-26,23.878131940722497
2023-04-27,22.90033466522345
2023-04-28,27.49176679411599
2023-04-29,5.5645045689537636
2023-04-30,20.714051237394127
2023-05-01,23.62857785656513
2023-05-02,21.992236012399104
2023-05-03,13.865513063721327
2023-05-04,22.169116551226146
2023-05-05,8.706905609520998
2023-05-06,22.54113842443964
2023-05-07,8.377650484762814
2023-05-08,23.6203704330771
2023-05-09,30.908387416443354
2023-05-10,13.523540659877703
2023-05-11,17.518395822150556
2023-05-12,16.293803489756343
2023-05-13,19.997664526181882
2023-05-14,24.883475426333522
2023-05-15,15.080083122427446
2023-05-16,27.278031002564216
2023-05-17,11.445155318044037
2023-05-18,19.505489922819404
2023-05-19,27.077645983450196
2023-05-20,18.509150576079755
2023-05-21,20.925249533189483
2023-05-22,21.279026198121002
2023-05-23,8.633371537396762
2023-05-24,24.12169235261554
2023-05-25,23.642224271602874
2023-05-26,23.74724924888994
2023-05-27,13.27237511124478
2023-05-28,25.21857584600616
2023-05-29,19.429478823313005
2023-05-30,7.465179448525745
2023-05-31,16.7863586699888
2023-06-01,26.277723623902684
2023-06-02,21.630211086271224
2023-06-03,20.26581592856858
2023-06-04,17.20091350122742
2023-06-05,23.256530993900945
2023-06-06,26.88857052997716
2023-06-07,17.413663781847585
2023-06-08,17.20257161628385
2023-06-09,18.0719718310064
2023-06-10,17.57005448927223
2023-06-11,24.26572663048716
2023-06-12,21.750689473510448
2023-06-13,26.692978077527144
2023-06-14,23.049377353326662
2023-06-15,16.02024981529317
2023-06-16,20.641069102869043
2023-06-17,16.030619949077746
2023-06-18,20.858582736002006
2023-06-19,6.244041944693489
2023-06-20,23.17753390981094
2023-06-21,29.165999323223545
2023-06-22,24.97053504017712
2023-06-23,23.95006148746076
2023-06-24,28.028410112782325
2023-06-25,28.143986310095094
2023-06-26,15.73303994482447
2023-06-27,15.578327897901417
2023-06-28,14.692563741445296
2023-06-29,11.070502730851222
2023-06-30,24.394452980654638
2023-07-01,23.614160821088596
2023-07-02,19.082544983167054
2023-07-03,16.348124689501844
2023-07-04,19.441297001751096
2023-07-05,10.717251949039614
2023-07-06,15.361887935396805
2023-07-07,23.213502131201107
2023-07-08,18.61417105230087
2023-07-09,22.61369507541568
2023-07-10,28.646361876241375
2023-07-11,23.990934587596808
2023-07-12,20.164185400138685
2023-07-13,12.035179029044496
2023-07-14,23.179539824503017
2023-07-15,18.120816610480365
2023-07-16,12.979924655392804
2023-07-17,22.98887596137962
2023-07-18,23.488936091252206
2023-07-19,15.451937353777875
2023-07-20,15.835525008206737
2023-07-21,13.972791405240805
2023-07-22,22.59054760111357
2023-07-23,21.219650077405646
2023-07-24,22.310542273634553
2023-07-25,16.07443746899732
2023-07-26,13.415730731103713
2023-07-27,13.329774216240851
2023-07-28,16.364690743371845
2023-07-29,17.971099583746224
2023-07-30,17.1888016515182
2023-07-31,15.608877353276464
2023-08-01,16.863835306722958
2023-08-02,25.51587474338732
2023-08-03,25.04005383625901
2023-08-04,21.51347021445805
2023-08-05,17.58745471233152
2023-08-06,11.284464741086845
2023-08-07,17.3619651827287
2023-08-08,25.3530415753683
2023-08-09,9.399786943206278
2023-08-10,17.80552267133495
2023-08-11,23.675957941933415
2023-08-12,10.966918371235625
2023-08-13,10.242103696814661
2023-08-14,14.982856721986991
2023-08-15,29.230356629916304
2023-08-16,22.56199008842996
2023-08-17,19.771782803196913
2023-08-18,20.525016748323267
2023-08-19,17.658225539491635
2023-08-20,18.46432817109503
2023-08-21,21.9908794906908
2023-08-22,14.675819965265253
2023-08-23,10.353266507132163
2023-08-24,23.749718135371506
2023-08-25,21.09849730189177
2023-08-26,11.236017367796729
2023-08-27,14.015284209554567
2023-08-28,20.37948673123235
2023-08-29,26.79419848094323
2023-08-30,26.23492192083735
2023-08-31,19.333721492781383
2023-09-01,17.25425187074547
2023-09-02,18.22086748681323
2023-09-03,15.417332457055707
2023-09-04,15.003107867941516
2023-09-05,26.589120597268533
2023-09-06,13.563895055861849
2023-09-07,16.919249476785346
2023-09-08,16.68964703537997
2023-09-09,29.894762842107266
2023-09-10,18.174124689721374
2023-09-11,21.82431816539266
2023-09-12,24.113326193379073
2023-09-13,21.42025491811058
2023-09-14,16.254796125276922
2023-09-15,19.65775517000027
2023-09-16,23.915851644304094
2023-09-17,16.58705490522833
2023-09-18,16.233313511305905
2023-09-19,14.170346504102685
2023-09-20,24.05883293421595
2023-09-21,22.45054826028427
2023-09-22,16.310694443405218
2023-09-23,20.0298114049404
2023-09-24,23.09670799088488
2023-09-25,17.419663117764003
2023-09-26,5.044809746066463
2023-09-27,24.21902627441267
2023-09-28,18.503638012810818
2023-09-29,20.19911448683014
2023-09-30,30.222523251490536
2023-10-01,18.3613098348492
2023-10-02,20.90048497294865
2023-10-03,20.583861587115027
2023-10-04,27.685913287860654
2023-10-05,29.778549062938357
2023-10-06,18.265678581703742
2023-10-07,8.936292660605485
2023-10-08,27.980734155775107
2023-10-09,14.050190029649361
2023-10-10,12.680091542864897
2023-10-11,24.18353317093306
2023-10-12,10.947454577308324
2023-10-13,17.581507108205766
2023-10-14,22.23194713743146
2023-10-15,12.488789292407018
2023-10-16,25.239307844569275
2023-10-17,24.161133540383016
2023-10-18,19.287282505913904
2023-10-19,17.05941531386114
2023-10-20,29.10972947811573
2023-10-21,22.476755201096044
2023-10-22,15.624933845013379
2023-10-23,12.728863499134318
2023-10-24,22.272701131213132
2023-10-25,20.72418769423635
2023-10-26,24.403964936676683
2023-10-27,13.296713865866622
2023-10-28,24.155878682091874
2023-10-29,23.254326311924714
2023-10-30,18.59567093622888
2023-10-31,17.841438506652867
2023-11-01,24.87127771250626
2023-11-02,13.149819318845468
2023-11-03,19.327165749572988
2023-11-04,34.16861563424325
2023-11-05,24.421786893857856
2023-11-06,30.934834087230705
2023-11-07,26.310529574574865
2023-11-08,13.223264568125675
2023-11-09,14.383511384994343
2023-11-10,21.335190333152685
2023-11-11,18.538510835811802
2023-11-12,23.201980330679934
2023-11-13,18.050329786855052
2023-11-14,30.81519270001914
2023-11-15,23.940875356709228
2023-11-16,26.9601505941269
2023-11-17,18.744445264750517
2023-11-18,22.461186490291496
2023-11-19,17.01885282047066
2023-11-20,20.85634165549617
2023-11-21,21.376310644381142
2023-11-22,22.91051641916891
2023-11-23,18.966800247953305
2023-11-24,19.11414905653278
2023-11-25,23.879005580755216
2023-11-26,19.644477293862046
2023-11-27,20.973034878868866
2023-11-28,27.839211415873365
2023-11-29,21.56676572185239
2023-11-30,24.24935773885482
2023-12-01,21.282007843939994
2023-12-02,19.03947114827003
2023-12-03,17.437807737371962
2023-12-04,14.743263105475197
2023-12-05,19.723904498762852
2023-12-06,17.386149721729765
2023-12-07,11.681297927252764
2023-12-08,24.64467699057222
2023-12-09,15.155434995250811
2023-12-10,19.006551920505657
2023-12-11,25.752926522206515
2023-12-12,20.666960724426392
